| OpenMP mode | # teams | # threads | # threads per team | # particles | # calculations | average calculation time (s) | average total time (s) |
| gpu         | 802     | 6416      | 8                  | 1000000     | 100            | 1.789613e-03                 | 3.339371e-02           |
| gpu         | 803     | 6424      | 8                  | 1000000     | 100            | 1.792138e-03                 | 3.341039e-02           |
| gpu         | 804     | 6432      | 8                  | 1000000     | 100            | 1.794378e-03                 | 3.344200e-02           |
| gpu         | 805     | 6440      | 8                  | 1000000     | 100            | 1.791193e-03                 | 3.339225e-02           |
| gpu         | 806     | 6448      | 8                  | 1000000     | 100            | 1.793375e-03                 | 3.341277e-02           |
| gpu         | 807     | 6456      | 8                  | 1000000     | 100            | 1.793309e-03                 | 3.344921e-02           |
| gpu         | 808     | 6464      | 8                  | 1000000     | 100            | 1.792795e-03                 | 3.344575e-02           |
| gpu         | 809     | 6472      | 8                  | 1000000     | 100            | 1.795546e-03                 | 3.342089e-02           |
| gpu         | 810     | 6480      | 8                  | 1000000     | 100            | 1.797142e-03                 | 3.356952e-02           |
| gpu         | 811     | 6488      | 8                  | 1000000     | 100            | 1.800810e-03                 | 3.344032e-02           |
| gpu         | 812     | 6496      | 8                  | 1000000     | 100            | 1.797290e-03                 | 3.346744e-02           |
| gpu         | 813     | 6504      | 8                  | 1000000     | 100            | 1.799716e-03                 | 3.349712e-02           |
| gpu         | 814     | 6512      | 8                  | 1000000     | 100            | 1.800305e-03                 | 3.344332e-02           |
| gpu         | 815     | 6520      | 8                  | 1000000     | 100            | 1.804408e-03                 | 3.346265e-02           |
| gpu         | 816     | 6528      | 8                  | 1000000     | 100            | 1.803166e-03                 | 3.345536e-02           |
| gpu         | 817     | 6536      | 8                  | 1000000     | 100            | 1.802324e-03                 | 3.343063e-02           |
| gpu         | 818     | 6544      | 8                  | 1000000     | 100            | 1.802888e-03                 | 3.342793e-02           |
| gpu         | 819     | 6552      | 8                  | 1000000     | 100            | 1.806121e-03                 | 3.343740e-02           |
| gpu         | 820     | 6560      | 8                  | 1000000     | 100            | 1.809385e-03                 | 3.343829e-02           |
| gpu         | 821     | 6568      | 8                  | 1000000     | 100            | 1.806544e-03                 | 3.345122e-02           |
| gpu         | 822     | 6576      | 8                  | 1000000     | 100            | 1.803281e-03                 | 3.344345e-02           |
| gpu         | 823     | 6584      | 8                  | 1000000     | 100            | 1.805794e-03                 | 3.342716e-02           |
| gpu         | 824     | 6592      | 8                  | 1000000     | 100            | 1.806345e-03                 | 3.344232e-02           |
| gpu         | 825     | 6600      | 8                  | 1000000     | 100            | 1.811143e-03                 | 3.349748e-02           |
| gpu         | 826     | 6608      | 8                  | 1000000     | 100            | 1.808670e-03                 | 3.346232e-02           |
| gpu         | 827     | 6616      | 8                  | 1000000     | 100            | 1.808243e-03                 | 3.343019e-02           |
| gpu         | 828     | 6624      | 8                  | 1000000     | 100            | 1.806290e-03                 | 3.356021e-02           |
| gpu         | 829     | 6632      | 8                  | 1000000     | 100            | 1.830461e-03                 | 3.350719e-02           |
| gpu         | 830     | 6640      | 8                  | 1000000     | 100            | 1.805740e-03                 | 3.345756e-02           |
| gpu         | 831     | 6648      | 8                  | 1000000     | 100            | 1.807013e-03                 | 3.346757e-02           |
| gpu         | 832     | 6656      | 8                  | 1000000     | 100            | 1.806015e-03                 | 3.346472e-02           |
| gpu         | 833     | 6664      | 8                  | 1000000     | 100            | 1.808990e-03                 | 3.348387e-02           |
| gpu         | 834     | 6672      | 8                  | 1000000     | 100            | 1.803808e-03                 | 3.343934e-02           |
| gpu         | 835     | 6680      | 8                  | 1000000     | 100            | 1.806219e-03                 | 3.342059e-02           |
| gpu         | 836     | 6688      | 8                  | 1000000     | 100            | 1.805543e-03                 | 3.344180e-02           |
| gpu         | 837     | 6696      | 8                  | 1000000     | 100            | 1.804456e-03                 | 3.342359e-02           |
| gpu         | 838     | 6704      | 8                  | 1000000     | 100            | 1.803218e-03                 | 3.342385e-02           |
| gpu         | 839     | 6712      | 8                  | 1000000     | 100            | 1.802667e-03                 | 3.342988e-02           |
| gpu         | 840     | 6720      | 8                  | 1000000     | 100            | 1.799733e-03                 | 3.343133e-02           |
| gpu         | 841     | 6728      | 8                  | 1000000     | 100            | 1.803091e-03                 | 3.343875e-02           |
| gpu         | 842     | 6736      | 8                  | 1000000     | 100            | 1.804070e-03                 | 3.345066e-02           |
| gpu         | 843     | 6744      | 8                  | 1000000     | 100            | 1.804213e-03                 | 3.348462e-02           |
| gpu         | 844     | 6752      | 8                  | 1000000     | 100            | 1.802401e-03                 | 3.343901e-02           |
| gpu         | 845     | 6760      | 8                  | 1000000     | 100            | 1.801186e-03                 | 3.356777e-02           |
| gpu         | 846     | 6768      | 8                  | 1000000     | 100            | 1.802928e-03                 | 3.344287e-02           |
| gpu         | 847     | 6776      | 8                  | 1000000     | 100            | 1.805860e-03                 | 3.345514e-02           |
| gpu         | 848     | 6784      | 8                  | 1000000     | 100            | 1.801434e-03                 | 3.347179e-02           |
| gpu         | 849     | 6792      | 8                  | 1000000     | 100            | 1.799757e-03                 | 3.344968e-02           |
| gpu         | 850     | 6800      | 8                  | 1000000     | 100            | 1.799839e-03                 | 3.344258e-02           |
| gpu         | 851     | 6808      | 8                  | 1000000     | 100            | 1.801129e-03                 | 3.346497e-02           |
| gpu         | 852     | 6816      | 8                  | 1000000     | 100            | 1.798541e-03                 | 3.341390e-02           |
| gpu         | 853     | 6824      | 8                  | 1000000     | 100            | 1.799403e-03                 | 3.341847e-02           |
| gpu         | 854     | 6832      | 8                  | 1000000     | 100            | 1.801642e-03                 | 3.343055e-02           |
| gpu         | 855     | 6840      | 8                  | 1000000     | 100            | 1.802833e-03                 | 3.341612e-02           |
| gpu         | 856     | 6848      | 8                  | 1000000     | 100            | 1.796366e-03                 | 3.341824e-02           |
| gpu         | 857     | 6856      | 8                  | 1000000     | 100            | 1.797393e-03                 | 3.343075e-02           |
| gpu         | 858     | 6864      | 8                  | 1000000     | 100            | 1.796606e-03                 | 3.342810e-02           |
| gpu         | 859     | 6872      | 8                  | 1000000     | 100            | 1.799491e-03                 | 3.340692e-02           |
| gpu         | 860     | 6880      | 8                  | 1000000     | 100            | 1.799366e-03                 | 3.342767e-02           |
| gpu         | 861     | 6888      | 8                  | 1000000     | 100            | 1.798861e-03                 | 3.348083e-02           |
| gpu         | 862     | 6896      | 8                  | 1000000     | 100            | 1.797847e-03                 | 3.341786e-02           |
| gpu         | 863     | 6904      | 8                  | 1000000     | 100            | 1.797779e-03                 | 3.356581e-02           |
| gpu         | 864     | 6912      | 8                  | 1000000     | 100            | 1.797929e-03                 | 3.343252e-02           |
| gpu         | 865     | 6920      | 8                  | 1000000     | 100            | 1.816865e-03                 | 3.346002e-02           |
| gpu         | 866     | 6928      | 8                  | 1000000     | 100            | 1.797749e-03                 | 3.347229e-02           |
| gpu         | 867     | 6936      | 8                  | 1000000     | 100            | 1.799738e-03                 | 3.343399e-02           |
| gpu         | 868     | 6944      | 8                  | 1000000     | 100            | 1.794619e-03                 | 3.345320e-02           |
| gpu         | 869     | 6952      | 8                  | 1000000     | 100            | 1.793367e-03                 | 3.345569e-02           |
| gpu         | 870     | 6960      | 8                  | 1000000     | 100            | 1.799822e-03                 | 3.341824e-02           |
| gpu         | 871     | 6968      | 8                  | 1000000     | 100            | 1.796157e-03                 | 3.340217e-02           |
| gpu         | 872     | 6976      | 8                  | 1000000     | 100            | 1.799032e-03                 | 3.343609e-02           |
| gpu         | 873     | 6984      | 8                  | 1000000     | 100            | 1.795884e-03                 | 3.340771e-02           |
| gpu         | 874     | 6992      | 8                  | 1000000     | 100            | 1.794002e-03                 | 3.340652e-02           |
| gpu         | 875     | 7000      | 8                  | 1000000     | 100            | 1.797152e-03                 | 3.343336e-02           |
| gpu         | 876     | 7008      | 8                  | 1000000     | 100            | 1.796637e-03                 | 3.343626e-02           |
| gpu         | 877     | 7016      | 8                  | 1000000     | 100            | 1.794866e-03                 | 3.342855e-02           |
| gpu         | 878     | 7024      | 8                  | 1000000     | 100            | 1.793624e-03                 | 3.343433e-02           |
| gpu         | 879     | 7032      | 8                  | 1000000     | 100            | 1.797323e-03                 | 3.349665e-02           |
| gpu         | 880     | 7040      | 8                  | 1000000     | 100            | 1.798041e-03                 | 3.341941e-02           |
| gpu         | 881     | 7048      | 8                  | 1000000     | 100            | 1.796136e-03                 | 3.352233e-02           |
| gpu         | 882     | 7056      | 8                  | 1000000     | 100            | 1.795656e-03                 | 3.344773e-02           |
| gpu         | 883     | 7064      | 8                  | 1000000     | 100            | 1.797917e-03                 | 3.344208e-02           |
| gpu         | 884     | 7072      | 8                  | 1000000     | 100            | 1.797115e-03                 | 3.346851e-02           |
| gpu         | 885     | 7080      | 8                  | 1000000     | 100            | 1.797054e-03                 | 3.342465e-02           |
| gpu         | 886     | 7088      | 8                  | 1000000     | 100            | 1.797915e-03                 | 3.345281e-02           |
| gpu         | 887     | 7096      | 8                  | 1000000     | 100            | 1.796185e-03                 | 3.345501e-02           |
| gpu         | 888     | 7104      | 8                  | 1000000     | 100            | 1.797050e-03                 | 3.344096e-02           |
| gpu         | 889     | 7112      | 8                  | 1000000     | 100            | 1.798717e-03                 | 3.340210e-02           |
| gpu         | 890     | 7120      | 8                  | 1000000     | 100            | 1.795336e-03                 | 3.342786e-02           |
| gpu         | 891     | 7128      | 8                  | 1000000     | 100            | 1.797935e-03                 | 3.344613e-02           |
| gpu         | 892     | 7136      | 8                  | 1000000     | 100            | 1.796275e-03                 | 3.339731e-02           |
| gpu         | 893     | 7144      | 8                  | 1000000     | 100            | 1.796058e-03                 | 3.345065e-02           |
| gpu         | 894     | 7152      | 8                  | 1000000     | 100            | 1.794612e-03                 | 3.341009e-02           |
| gpu         | 895     | 7160      | 8                  | 1000000     | 100            | 1.796495e-03                 | 3.341279e-02           |
| gpu         | 896     | 7168      | 8                  | 1000000     | 100            | 1.796851e-03                 | 3.343507e-02           |
| gpu         | 897     | 7176      | 8                  | 1000000     | 100            | 1.798417e-03                 | 3.350012e-02           |
| gpu         | 898     | 7184      | 8                  | 1000000     | 100            | 1.798180e-03                 | 3.344922e-02           |
| gpu         | 899     | 7192      | 8                  | 1000000     | 100            | 1.795845e-03                 | 3.358414e-02           |
| gpu         | 900     | 7200      | 8                  | 1000000     | 100            | 1.796720e-03                 | 3.346579e-02           |
| gpu         | 901     | 7208      | 8                  | 1000000     | 100            | 1.794822e-03                 | 3.345909e-02           |
| gpu         | 902     | 7216      | 8                  | 1000000     | 100            | 1.799938e-03                 | 3.346626e-02           |
| gpu         | 903     | 7224      | 8                  | 1000000     | 100            | 1.799438e-03                 | 3.346371e-02           |
| gpu         | 904     | 7232      | 8                  | 1000000     | 100            | 1.797769e-03                 | 3.343566e-02           |
| gpu         | 905     | 7240      | 8                  | 1000000     | 100            | 1.796430e-03                 | 3.346900e-02           |
| gpu         | 906     | 7248      | 8                  | 1000000     | 100            | 1.794621e-03                 | 3.342412e-02           |
| gpu         | 907     | 7256      | 8                  | 1000000     | 100            | 1.793718e-03                 | 3.341277e-02           |
| gpu         | 908     | 7264      | 8                  | 1000000     | 100            | 1.797563e-03                 | 3.344128e-02           |
| gpu         | 909     | 7272      | 8                  | 1000000     | 100            | 1.799826e-03                 | 3.342657e-02           |
| gpu         | 910     | 7280      | 8                  | 1000000     | 100            | 1.800891e-03                 | 3.341780e-02           |
| gpu         | 911     | 7288      | 8                  | 1000000     | 100            | 1.797037e-03                 | 3.341731e-02           |
| gpu         | 912     | 7296      | 8                  | 1000000     | 100            | 1.797995e-03                 | 3.344602e-02           |
| gpu         | 913     | 7304      | 8                  | 1000000     | 100            | 1.796830e-03                 | 3.342740e-02           |
| gpu         | 914     | 7312      | 8                  | 1000000     | 100            | 1.798848e-03                 | 3.343578e-02           |
| gpu         | 915     | 7320      | 8                  | 1000000     | 100            | 1.797748e-03                 | 3.350654e-02           |
| gpu         | 916     | 7328      | 8                  | 1000000     | 100            | 1.801284e-03                 | 3.343716e-02           |
| gpu         | 917     | 7336      | 8                  | 1000000     | 100            | 1.798740e-03                 | 3.352585e-02           |
| gpu         | 918     | 7344      | 8                  | 1000000     | 100            | 1.797026e-03                 | 3.345876e-02           |
| gpu         | 919     | 7352      | 8                  | 1000000     | 100            | 1.796455e-03                 | 3.346554e-02           |
| gpu         | 920     | 7360      | 8                  | 1000000     | 100            | 1.799910e-03                 | 3.347850e-02           |
| gpu         | 921     | 7368      | 8                  | 1000000     | 100            | 1.797224e-03                 | 3.342705e-02           |
| gpu         | 922     | 7376      | 8                  | 1000000     | 100            | 1.796848e-03                 | 3.345217e-02           |
| gpu         | 923     | 7384      | 8                  | 1000000     | 100            | 1.800427e-03                 | 3.346995e-02           |
| gpu         | 924     | 7392      | 8                  | 1000000     | 100            | 1.799648e-03                 | 3.341601e-02           |
| gpu         | 925     | 7400      | 8                  | 1000000     | 100            | 1.799136e-03                 | 3.340531e-02           |
| gpu         | 926     | 7408      | 8                  | 1000000     | 100            | 1.800254e-03                 | 3.342493e-02           |
| gpu         | 927     | 7416      | 8                  | 1000000     | 100            | 1.800533e-03                 | 3.344484e-02           |
| gpu         | 928     | 7424      | 8                  | 1000000     | 100            | 1.800734e-03                 | 3.343436e-02           |
| gpu         | 929     | 7432      | 8                  | 1000000     | 100            | 1.803692e-03                 | 3.344334e-02           |
| gpu         | 930     | 7440      | 8                  | 1000000     | 100            | 1.803619e-03                 | 3.343302e-02           |
| gpu         | 931     | 7448      | 8                  | 1000000     | 100            | 1.801881e-03                 | 3.345016e-02           |
| gpu         | 932     | 7456      | 8                  | 1000000     | 100            | 1.801046e-03                 | 3.343217e-02           |
| gpu         | 933     | 7464      | 8                  | 1000000     | 100            | 1.801503e-03                 | 3.350879e-02           |
| gpu         | 934     | 7472      | 8                  | 1000000     | 100            | 1.803678e-03                 | 3.345352e-02           |
| gpu         | 935     | 7480      | 8                  | 1000000     | 100            | 1.805751e-03                 | 3.353484e-02           |
| gpu         | 936     | 7488      | 8                  | 1000000     | 100            | 1.807231e-03                 | 3.346240e-02           |
| gpu         | 937     | 7496      | 8                  | 1000000     | 100            | 1.804856e-03                 | 3.349099e-02           |
| gpu         | 938     | 7504      | 8                  | 1000000     | 100            | 1.806851e-03                 | 3.347714e-02           |
| gpu         | 939     | 7512      | 8                  | 1000000     | 100            | 1.803995e-03                 | 3.345163e-02           |
| gpu         | 940     | 7520      | 8                  | 1000000     | 100            | 1.804826e-03                 | 3.346721e-02           |
| gpu         | 941     | 7528      | 8                  | 1000000     | 100            | 1.806526e-03                 | 3.344210e-02           |
| gpu         | 942     | 7536      | 8                  | 1000000     | 100            | 1.802647e-03                 | 3.341848e-02           |
| gpu         | 943     | 7544      | 8                  | 1000000     | 100            | 1.805369e-03                 | 3.345496e-02           |
| gpu         | 944     | 7552      | 8                  | 1000000     | 100            | 1.805118e-03                 | 3.343859e-02           |
| gpu         | 945     | 7560      | 8                  | 1000000     | 100            | 1.808623e-03                 | 3.343895e-02           |
| gpu         | 946     | 7568      | 8                  | 1000000     | 100            | 1.805390e-03                 | 3.343775e-02           |
| gpu         | 947     | 7576      | 8                  | 1000000     | 100            | 1.804664e-03                 | 3.343067e-02           |
| gpu         | 948     | 7584      | 8                  | 1000000     | 100            | 1.809150e-03                 | 3.344101e-02           |
| gpu         | 949     | 7592      | 8                  | 1000000     | 100            | 1.807423e-03                 | 3.345019e-02           |
| gpu         | 950     | 7600      | 8                  | 1000000     | 100            | 1.808876e-03                 | 3.343999e-02           |
| gpu         | 951     | 7608      | 8                  | 1000000     | 100            | 1.808946e-03                 | 3.351048e-02           |
| gpu         | 952     | 7616      | 8                  | 1000000     | 100            | 1.808999e-03                 | 3.344187e-02           |
| gpu         | 953     | 7624      | 8                  | 1000000     | 100            | 1.810182e-03                 | 3.351190e-02           |
| gpu         | 954     | 7632      | 8                  | 1000000     | 100            | 1.807471e-03                 | 3.345712e-02           |
| gpu         | 955     | 7640      | 8                  | 1000000     | 100            | 1.808781e-03                 | 3.348216e-02           |
| gpu         | 956     | 7648      | 8                  | 1000000     | 100            | 1.811946e-03                 | 3.348121e-02           |
| gpu         | 957     | 7656      | 8                  | 1000000     | 100            | 1.810443e-03                 | 3.344737e-02           |
| gpu         | 958     | 7664      | 8                  | 1000000     | 100            | 1.808861e-03                 | 3.346476e-02           |
| gpu         | 959     | 7672      | 8                  | 1000000     | 100            | 1.809706e-03                 | 3.345050e-02           |
| gpu         | 960     | 7680      | 8                  | 1000000     | 100            | 1.810382e-03                 | 3.343125e-02           |
| gpu         | 961     | 7688      | 8                  | 1000000     | 100            | 1.810552e-03                 | 3.343104e-02           |
| gpu         | 962     | 7696      | 8                  | 1000000     | 100            | 1.809764e-03                 | 3.344691e-02           |
| gpu         | 963     | 7704      | 8                  | 1000000     | 100            | 1.809849e-03                 | 3.340906e-02           |
| gpu         | 964     | 7712      | 8                  | 1000000     | 100            | 1.808752e-03                 | 3.344199e-02           |
| gpu         | 965     | 7720      | 8                  | 1000000     | 100            | 1.812967e-03                 | 3.342503e-02           |
| gpu         | 966     | 7728      | 8                  | 1000000     | 100            | 1.813370e-03                 | 3.343473e-02           |
| gpu         | 967     | 7736      | 8                  | 1000000     | 100            | 1.808729e-03                 | 3.344645e-02           |
| gpu         | 968     | 7744      | 8                  | 1000000     | 100            | 1.812504e-03                 | 3.343704e-02           |
| gpu         | 969     | 7752      | 8                  | 1000000     | 100            | 1.812480e-03                 | 3.351906e-02           |
| gpu         | 970     | 7760      | 8                  | 1000000     | 100            | 1.810053e-03                 | 3.343920e-02           |
| gpu         | 971     | 7768      | 8                  | 1000000     | 100            | 1.810587e-03                 | 3.353329e-02           |
| gpu         | 972     | 7776      | 8                  | 1000000     | 100            | 1.810149e-03                 | 3.347751e-02           |
| gpu         | 973     | 7784      | 8                  | 1000000     | 100            | 1.810774e-03                 | 3.346047e-02           |
| gpu         | 974     | 7792      | 8                  | 1000000     | 100            | 1.812585e-03                 | 3.347051e-02           |
| gpu         | 975     | 7800      | 8                  | 1000000     | 100            | 1.809412e-03                 | 3.345256e-02           |
| gpu         | 976     | 7808      | 8                  | 1000000     | 100            | 1.809849e-03                 | 3.344478e-02           |
| gpu         | 977     | 7816      | 8                  | 1000000     | 100            | 1.809782e-03                 | 3.347257e-02           |
| gpu         | 978     | 7824      | 8                  | 1000000     | 100            | 1.811297e-03                 | 3.343222e-02           |
| gpu         | 979     | 7832      | 8                  | 1000000     | 100            | 1.814326e-03                 | 3.345031e-02           |
| gpu         | 980     | 7840      | 8                  | 1000000     | 100            | 1.812730e-03                 | 3.344019e-02           |
| gpu         | 981     | 7848      | 8                  | 1000000     | 100            | 1.822419e-03                 | 3.343572e-02           |
| gpu         | 982     | 7856      | 8                  | 1000000     | 100            | 1.815510e-03                 | 3.345580e-02           |
| gpu         | 983     | 7864      | 8                  | 1000000     | 100            | 1.815818e-03                 | 3.346583e-02           |
| gpu         | 984     | 7872      | 8                  | 1000000     | 100            | 1.814863e-03                 | 3.344876e-02           |
| gpu         | 985     | 7880      | 8                  | 1000000     | 100            | 1.816315e-03                 | 3.345134e-02           |
| gpu         | 986     | 7888      | 8                  | 1000000     | 100            | 1.815129e-03                 | 3.349602e-02           |
| gpu         | 987     | 7896      | 8                  | 1000000     | 100            | 1.814980e-03                 | 3.345587e-02           |
| gpu         | 988     | 7904      | 8                  | 1000000     | 100            | 1.815059e-03                 | 3.344589e-02           |
| gpu         | 989     | 7912      | 8                  | 1000000     | 100            | 1.818758e-03                 | 3.356769e-02           |
| gpu         | 990     | 7920      | 8                  | 1000000     | 100            | 1.819544e-03                 | 3.347273e-02           |
| gpu         | 991     | 7928      | 8                  | 1000000     | 100            | 1.822677e-03                 | 3.347705e-02           |
| gpu         | 992     | 7936      | 8                  | 1000000     | 100            | 1.815320e-03                 | 3.348764e-02           |
| gpu         | 993     | 7944      | 8                  | 1000000     | 100            | 1.816560e-03                 | 3.347882e-02           |
| gpu         | 994     | 7952      | 8                  | 1000000     | 100            | 1.819031e-03                 | 3.347218e-02           |
| gpu         | 995     | 7960      | 8                  | 1000000     | 100            | 1.818397e-03                 | 3.344499e-02           |
| gpu         | 996     | 7968      | 8                  | 1000000     | 100            | 1.820863e-03                 | 3.341564e-02           |
| gpu         | 997     | 7976      | 8                  | 1000000     | 100            | 1.819291e-03                 | 3.345528e-02           |
| gpu         | 998     | 7984      | 8                  | 1000000     | 100            | 1.821663e-03                 | 3.344594e-02           |
| gpu         | 999     | 7992      | 8                  | 1000000     | 100            | 1.820830e-03                 | 3.345121e-02           |
| gpu         | 1000    | 8000      | 8                  | 1000000     | 100            | 1.818946e-03                 | 3.345108e-02           |
| gpu         | 1       | 8         | 8                  | 1000000     | 100            | 4.729098e-02                 | 7.524216e-02           |
